Id,y
10000,-66.00242349023138
10001,451.40650440115417
10002,-461.67641706029895
10003,40.50120875372505
10004,-126.74472245403884
10005,-342.5345518192529
10006,-396.5555421135889
10007,335.54127907908907
10008,-99.512420870625
10009,304.8125398062764
10010,68.89453048978633
10011,412.3691954559095
10012,54.94237102476754
10013,-17.005550754780007
10014,-597.8499575722624
10015,443.50228878641525
10016,144.77448697804334
10017,-57.41116367253801
10018,134.38782757746355
10019,-108.98377598910893
10020,153.82482842506832
10021,611.7359836022042
10022,588.389650338424
10023,-131.01679995801987
10024,-61.13562114122814
10025,-374.24849531697305
10026,74.15799307965466
10027,137.43837873610386
10028,420.0866117967914
10029,196.76562571344567
10030,268.4428498005343
10031,638.474910251111
10032,127.3787313869178
10033,1.349118758400143
10034,22.710453177406723
10035,342.23953452256575
10036,307.7039669741729
10037,348.13820870094236
10038,-168.65286130735447
10039,-20.221130904618125
10040,-551.7499275731111
10041,-429.9718040667429
10042,261.8919587067438
10043,389.8204261292218
10044,-96.1656222735661
10045,-210.7108012563277
10046,278.88186878401376
10047,-427.45330103104925
10048,-172.90325291757043
10049,467.2643783557851
10050,-631.5587355874405
10051,-355.531659338178
10052,143.1732755386048
10053,69.19920259894117
10054,275.58827397672786
10055,-263.1886122041046
10056,167.49830723241178
10057,104.57789589014153
10058,230.07008661007794
10059,20.98802664457681
10060,-4.822581262502384
10061,-201.92294081063775
10062,560.0639265657713
10063,55.288476252448234
10064,671.3015746918356
10065,-493.7487382852298
10066,-279.35303673259244
10067,-53.71252761314558
10068,379.698195500977
10069,315.0714108579847
10070,169.13001732614254
10071,-271.5993032690109
10072,783.8022226750347
10073,44.577311515548544
10074,57.40678005457907
10075,-161.07827414306846
10076,-220.66957847885772
10077,223.24129442929222
10078,352.6655955437575
10079,13.163291366266916
10080,-461.9941469857307
10081,305.3721466914248
10082,-230.59656173861086
10083,359.07444324254493
10084,-430.26056337592183
10085,-115.54882205546492
10086,-88.96006387867413
10087,-488.29018980804324
10088,-139.35033854713643
10089,57.33880810852554
10090,-190.3362427216655
10091,-6.508092914823381
10092,189.2910777470177
10093,346.60367818565675
10094,871.6273206485934
10095,-147.01353738653978
10096,443.4899377794322
10097,-30.498432974439243
10098,185.4634575344586
10099,-119.9171715173277
10100,43.575238001809424
10101,58.31857155224344
10102,-197.15246829839936
10103,-70.4716067884129
10104,-342.8460532886679
10105,-29.2335898737168
10106,49.52292929610451
10107,-16.246144137911276
10108,33.775069261607996
10109,-68.88307748324142
10110,25.863399493696402
10111,-617.3142842716975
10112,-185.9044130119508
10113,323.7831061093886
10114,-35.66219572212688
10115,-733.5297711613855
10116,-240.73856264736006
10117,-381.9731466242498
10118,75.31994462169556
10119,36.610326459117445
10120,-28.756270225024313
10121,-481.16062796859114
10122,408.8502304229913
10123,-765.0217471991652
10124,178.07269651637165
10125,-7.6498793856711576
10126,134.7968462337584
10127,-477.4585142128701
10128,-248.70625301323696
10129,-361.884657223865
10130,-18.755611748554234
10131,7.795604374434843
10132,-109.10598972538543
10133,-63.0737452421952
10134,591.8231837349176
10135,259.6126336966306
10136,-279.8658320087675
10137,93.22535940051877
10138,-427.28731541913646
10139,84.38656633089892
10140,-311.54463064415864
10141,11.419268612559959
10142,-297.8314684235852
10143,-331.9289709686451
10144,656.013230525733
10145,-476.66268136505596
10146,361.1940451337738
10147,-150.1852686119234
10148,299.94671902432714
10149,-191.72143219270612
10150,151.94999511612008
10151,-64.67275781576649
10152,351.244861630633
10153,-370.6364457562728
10154,349.22498178611204
10155,273.52460961680225
10156,783.1971843196893
10157,-124.23788973573781
10158,-155.22004432990857
10159,-506.95564938641303
10160,201.6932123856165
10161,-415.1740571596378
10162,-348.165105169567
10163,-201.95224108681123
10164,-658.9504470533379
10165,179.3464016817153
10166,124.06925816168763
10167,-209.1502535520174
10168,213.70513477400638
10169,-82.11721023809031
10170,-97.11026989727223
10171,124.26800574647947
10172,50.289915657144306
10173,538.7439592813386
10174,630.0175345543374
10175,217.25927782654463
10176,-491.73374132670943
10177,-131.14175113883502
10178,362.39302241729473
10179,-14.363038055407644
10180,-30.261757361676775
10181,-107.32358076729913
10182,-334.06259292967246
10183,299.50639964643267
10184,-103.47221484505499
10185,179.8204994671948
10186,122.2007088790073
10187,86.58037161690822
10188,386.4825605669933
10189,-613.3611745045848
10190,-269.81638738346174
10191,260.7314512622868
10192,-44.620161280427624
10193,-159.1571757641668
10194,-145.24559879357466
10195,447.2282148759998
10196,476.3569859695951
10197,121.79421345327162
10198,-1.53567905610659
10199,410.74409653878
10200,90.82809979964684
10201,150.07336956845052
10202,24.033652961548217
10203,273.88663405362894
10204,-154.52926038025205
10205,42.588901507065586
10206,617.3417063168583
10207,38.93936076142717
10208,-91.43610119490384
10209,225.35327477391095
10210,151.05827577085552
10211,-86.91664773646099
10212,-101.7178895800725
10213,161.9377650260554
10214,357.87041410354493
10215,32.14597818655426
10216,-379.1453992002929
10217,-165.94213222367244
10218,257.45392169454175
10219,-124.83850779184219
10220,47.08451472299133
10221,-67.05065138980363
10222,287.1733441341645
10223,836.2674277701633
10224,-78.7332926020548
10225,-293.0092291521964
10226,284.91632646225673
10227,377.9514320082299
10228,-473.94261958972277
10229,-538.8094549766049
10230,-372.90475040318955
10231,-83.37700889968697
10232,157.4620595191121
10233,167.50291456151243
10234,-105.69040574319531
10235,561.1616879176296
10236,-149.3553189574693
10237,196.96680512352356
10238,-33.81991172758086
10239,5.199419882337066
10240,-121.708422960633
10241,53.47357981737757
10242,531.291893841124
10243,-157.60262258937718
10244,-183.77196239261292
10245,643.8322464256659
10246,17.78030601012942
10247,-92.07939719460143
10248,485.4931646050774
10249,-221.23657860794034
10250,490.606505048463
10251,-43.67715915424898
10252,139.93322987117628
10253,207.50447442761183
10254,17.09264702435942
10255,-396.4720331605299
10256,-168.30166761529392
10257,-75.59324100124539
10258,-292.07350780076945
10259,-59.37366534663144
10260,247.36904706438537
10261,206.83112758185524
10262,17.46246446407923
10263,-181.81148500656974
10264,300.17615094548546
10265,-567.63872479559
10266,311.59327285263583
10267,-9.929511835494852
10268,161.40782304547847
10269,272.38559922972377
10270,55.122457419425416
10271,-15.278267412197374
10272,286.4023019429027
10273,387.88861194347413
10274,-148.5788886363851
10275,171.9523524483966
10276,-411.5705922226796
10277,213.80253827075262
10278,133.930024373717
10279,-99.01717750124328
10280,-162.41724224558155
10281,-39.074190113478025
10282,-295.15845218323966
10283,141.32481354359652
10284,163.05983005334423
10285,-55.45540146241706
10286,-145.7406760935225
10287,16.350462436353464
10288,-364.2985584828283
10289,558.6630187376719
10290,40.050661219007424
10291,67.63734504296974
10292,559.8400846554672
10293,469.80694715741754
10294,-149.4998010545297
10295,-328.8227866996962
10296,425.7713170466755
10297,85.50466241179319
10298,-166.9155370558493
10299,-662.2984070393503
10300,50.28039165300336
10301,-11.355718332959613
10302,-451.8112644495337
10303,78.67283313413083
10304,-386.8187999173568
10305,-273.22738305237345
10306,352.01504544002324
10307,-263.8480409181034
10308,-214.73022299361077
